,datadate,cusip,scf,src,apdedate,fdate,pdate,acchg,acominc,acox,am,ano,ao,aoloch,aox,ap,at,caps,capx,ch,che,cogs,cshi,csho,cstk,dd,dlc,dn,do,dt,ebit,ebitda,epspi,fca,gdwl,gp,ib,intan,invt,lct,lt,ni,niadj,np,pi,pnrsho,ppegt,ppent,re,revt,sale,seq,teq,tstk,txt,wcap,naicsh,mkvalt,Seq. No.,Code,Industry
3343,2015-09-30,095306106,7.0,8.0,2015-10-03,2016-01-19,,0.0,-51.774,13.11,1.9,,18.365,-27.394,18.365,79.333,267.903,15.887,5.19,52.861,52.861,789.943,20.875,20.875,0.002,0.0,11.964,0.0,-0.129,189.0,49.622,58.412,0.6,,18.825,129.185,15.061,79.203,49.18,133.415,389.133,14.932,12.685,0.0,19.503,0.5,87.231,28.933,-187.119,919.128,919.128,-121.23,-121.23,0.0,4.442,-4.518,336211.0,207.915,814.0,336211.0,Motor Vehicle Body Manufacturing 
3576,2015-12-31,09531U102,7.0,5.0,2015-12-31,2016-03-29,2016-03-08,0.0,-0.031,4.492,0.0,,5.056,16.684,4.86,31.428,512.546,64.899,9.556,224.253,224.253,600.446,196.217,196.217,1.962,0.0,3.96,0.0,0.0,387.097,210.699,218.869,0.46,,0.0,427.001,89.388,0.0,83.482,105.847,503.265,89.388,89.388,0.0,145.318,0.0,129.841,115.16,-57.58,1027.447,1027.447,9.281,9.281,0.0,55.93,286.483,311111.0,3671.2201,275.0,311111.0,Dog and Cat Food Manufacturing 
8964,2001-04-30,09534T508,7.0,5.0,,,,0.0,,3.24,98.987,,1.462,3.688,1.462,6.761,287.232,862.852,9.759,55.356,82.329,36.971,44.116,43.341,0.004,0.0,0.0,0.0,0.0,0.0,-218.249,-116.529,-14.44,,,60.768,-519.096,164.264,7.018,29.072,30.481,-519.096,-519.096,0.0,-518.778,,16.438,12.563,-602.111,97.739,97.739,256.751,,3.994,0.318,77.88,334112.0,237.5087,743.0,334112.0,Computer Storage Device Manufacturing 
17408,2012-12-31,095395307,7.0,5.0,2012-12-31,2014-03-12,,0.0,0.0,1.258,,0.0,0.542,14.771,,19.171,56.382,36.524,2.852,0.421,0.511,354.357,10.563,10.563,0.106,,1.861,,-4.444,,-3.99,-2.262,-1.78,,0.0,-2.262,-13.841,0.303,2.301,23.991,39.761,-18.285,-18.285,0.044,-13.831,0.0,37.536,35.862,-20.009,352.095,352.095,16.621,16.621,0.0,0.01,-4.316,486210.0,53.0263,1273.0,486210.0,Pipeline Transportation of Natural Gas
21564,2014-12-31,095428108,7.0,8.0,2014-12-31,2015-04-15,2015-03-20,0.0,0.0,0.237,4.068,0.0,3.728,0.151,3.728,3.934,102.144,188.16,12.662,2.884,3.516,11.988,94.259,94.259,0.094,0.0,1.454,0.0,-1.666,0.121,-28.328,-24.14,-0.44,,0.0,0.483,-28.981,19.297,0.421,8.769,8.769,-30.647,-32.151,1.333,-28.981,0.0,57.643,56.816,-94.879,12.471,12.471,93.375,93.375,0.0,0.0,2.593,238220.0,101.7997,250.0,238220.0,"Plumbing, Heating, and Air-Conditioning Contractors "
13145,2006-12-31,095602108,7.0,8.0,2006-12-31,,2007-03-30,0.0,0.0,2.885,0.0,,0.0,-0.89,0.0,3.53,21.078,4.964,1.631,0.109,0.109,35.702,26.057,26.057,0.026,0.0,12.171,0.0,0.0,0.0,-3.944,-3.725,-0.18,,0.0,13.294,-4.761,0.0,5.394,17.835,17.835,-4.761,-4.761,12.171,-5.439,0.0,1.85,1.611,-1.747,48.996,48.996,3.243,,0.0,-0.678,1.632,315.0,39.0855,391.0,315.0,Apparel Manufacturing
5208,2000-06-30,096081104,7.0,5.0,,,,0.0,,1.206,0.0,,1.602,0.016,1.602,4.257,26.868,31.498,0.63,6.12,6.611,14.619,16.207,15.548,0.162,0.0,0.0,0.491,0.0,0.491,3.09,4.262,0.19,,0.0,20.209,2.837,0.0,6.231,6.974,8.296,2.837,2.837,0.0,3.154,,10.0,2.602,-11.999,34.828,34.828,18.572,,1.089,0.317,15.69,334413.0,160.3388,758.0,334413.0,Semiconductor and Related Device Manufacturing 
993,2013-12-31,09609G100,7.0,5.0,2013-12-31,2014-04-05,,0.0,0.0,5.708,0.0,0.0,1.483,60.89,1.483,4.359,224.39,250.103,8.67,206.279,206.279,44.187,23.94,23.94,0.239,0.0,0.0,0.0,0.0,0.0,-24.947,-24.006,-1.09,0.037,0.0,-24.006,-25.321,0.0,0.0,34.874,72.723,-25.321,-25.321,0.0,-25.321,0.0,12.374,10.92,-98.675,20.181,20.181,151.667,151.667,0.0,0.0,177.113,325414.0,502.2612,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
14661,2004-12-31,09624H208,7.0,5.0,2005-01-01,,,0.0,-0.789,40.325,,,30.268,-9.782,30.268,270.271,1137.062,121.306,11.137,15.572,15.572,4997.713,29.5,29.5,0.295,0.0,126.136,165.0,0.0,652.103,166.64,182.947,3.74,,0.0,560.441,76.343,,500.231,427.841,995.57,76.343,71.117,32.033,124.906,0.0,194.858,186.978,19.891,5558.154,5558.154,141.492,141.492,0.0,48.563,491.975,423310.0,426.865,919.0,423310.0,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers "
19800,2007-12-31,09625U109,7.0,5.0,2007-12-31,2008-05-05,,0.0,,1.239,0.3,,2.917,10.382,2.917,3.045,125.482,,20.351,0.416,0.416,56.104,26.946,26.946,,0.0,1.236,0.0,0.0,91.959,-4.612,4.866,-0.47,,6.34,18.461,-12.913,6.34,0.0,15.297,108.253,-12.913,-12.913,0.0,-12.772,0.0,142.461,102.239,,74.565,74.565,17.229,17.229,0.0,0.141,-1.311,486110.0,776.8532,1270.0,486110.0,Pipeline Transportation of Crude Oil
1930,2014-12-31,09627J102,7.0,5.0,2014-12-31,2015-04-07,2015-02-26,0.0,0.0,0.753,4.5,,3.126,0.027,0.927,0.634,346.086,113.511,0.0,23.059,34.15,27.264,8.592,8.592,0.087,0.0,1.411,211.432,0.116,212.843,-2.722,,-0.96,,0.0,4.35,-5.288,0.745,0.0,,220.075,-5.172,-5.179,0.0,-6.674,0.0,0.0,0.0,-21.213,31.614,31.614,92.385,126.011,0.0,0.0,,531110.0,,1495.0,531110.0,Lessors of Residential Buildings and Dwellings 
3427,2015-12-31,09627Y109,7.0,5.0,2015-12-31,2016-04-04,,0.0,0.0,4.176,0.0,0.0,1.821,14.478,1.821,2.455,178.898,278.927,4.883,162.707,162.826,62.096,27.196,27.066,0.027,0.0,3.266,0.0,0.0,7.338,-51.644,-50.696,-2.02,,0.0,-50.696,-52.769,0.0,0.0,18.64,34.919,-52.769,-52.769,0.0,-52.769,0.0,8.738,6.661,-134.975,11.4,11.4,143.979,143.979,0.0,0.0,151.776,325414.0,712.9184,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
7468,2001-03-31,09660L105,,,,,,,,,,,,,,,,,,,,,,64.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
8615,2003-12-31,09661Q103,,3.0,2003-12-31,,,,-0.11,,,,5.625,,,145.142,221.585,11.23,,3.674,9.629,3.996,2.397,2.397,11.986,,16.724,,0.0,,3.093,3.314,0.64,0.0,0.0,5.88,1.424,0.0,0.0,,197.127,1.424,1.424,16.724,2.271,0.0,,6.182,1.242,9.876,9.876,24.458,,0.0,0.847,,522110.0,33.3423,1420.0,522110.0,Commercial Banking 
16516,2005-12-31,096627104,7.0,5.0,2005-12-31,,,0.0,-0.174,,,,228.346,-12.437,228.346,20.433,2465.491,,82.955,65.792,65.792,272.908,103.418,103.418,,,42.1,,0.0,,215.48,287.558,1.0,,,287.558,100.925,163.474,22.381,202.287,1476.817,100.925,100.925,42.1,160.521,0.0,1985.619,1867.406,,560.466,560.466,988.674,,,59.596,3.978,486210.0,1859.4556,1273.0,486210.0,Pipeline Transportation of Natural Gas
859,2013-12-31,09662W109,,,,,,,,,,,,,,,,,,,,,,16.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4352,2000-12-31,096631106,,3.0,,,,0.0,,0.0,0.0,,41.166,,9.706,24.795,1443.834,0.0,,21.055,21.055,113.928,49.259,49.259,253.586,0.0,0.0,1034.444,0.0,1042.848,83.589,129.709,0.41,,0.0,147.236,19.865,0.0,8.396,,1142.46,19.865,19.865,0.0,15.626,,1451.187,1355.987,47.788,261.164,261.164,301.374,,0.0,-4.239,,531110.0,566.4785,1495.0,531110.0,Lessors of Residential Buildings and Dwellings 
6018,2000-06-30,09688T106,7.0,5.0,,,,0.0,,5.911,,,26.194,8.406,26.194,17.45,1298.523,484.849,63.445,19.395,44.17,213.486,40.861,40.861,0.409,0.0,71.049,177.982,0.0,583.195,64.056,100.39,0.33,,89.459,208.061,13.486,109.516,8.312,159.114,796.329,13.486,13.486,0.0,13.641,,1139.495,1062.642,16.936,421.547,421.547,502.194,,0.0,0.0,-66.43,721110.0,403.5024,1928.0,721110.0,Hotels (except Casino Hotels) and Motels 
11883,2005-12-31,096892104,7.0,8.0,2005-12-31,,,0.0,4.531,0.003,0.131,,0.0,-3.793,0.0,0.05,36.291,12.082,3.877,6.277,6.277,19.146,16.121,16.121,0.002,0.0,4.396,0.0,0.0,0.0,9.072,9.397,0.48,,0.0,11.829,7.421,2.12,1.18,4.874,4.874,7.421,7.421,4.396,7.421,0.0,7.365,6.761,19.333,30.975,30.975,31.417,31.417,0.0,0.0,15.726,3253.0,225.694,493.0,3253.0,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing"
5213,2000-12-31,097189104,7.0,5.0,,,,0.0,,2.654,1.017,,0.273,-0.803,0.273,2.684,61.112,48.283,2.061,12.158,12.158,33.611,10.113,10.109,0.01,0.0,1.57,0.0,0.0,0.657,4.135,6.701,0.33,,,32.652,3.066,18.84,14.608,8.074,9.485,3.066,3.066,1.201,4.527,,11.498,4.299,3.286,66.263,66.263,51.547,,0.032,1.381,29.626,334210.0,42.9633,747.0,334210.0,Telephone Apparatus Manufacturing
460,2013-12-31,09739D100,7.0,5.0,2013-12-31,2014-03-17,2014-02-21,0.0,-55.249,26.006,1.323,,13.43,-0.515,5.096,142.12,1104.186,496.593,45.751,118.249,118.249,2846.614,43.229,39.365,0.432,0.0,0.0,301.613,0.0,301.613,99.172,137.21,2.84,-0.424,21.823,426.882,116.936,35.8,383.359,239.017,651.705,116.936,116.936,0.0,78.148,0.0,647.436,367.251,55.456,3273.496,3273.496,452.481,452.481,100.0,-38.788,448.688,423310.0,1160.4802,919.0,423310.0,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers "
3453,2015-12-31,097488100,7.0,5.0,2015-12-27,2016-04-04,2016-03-10,0.0,0.019,1.676,,0.0,6.132,0.636,3.673,17.893,560.765,119.084,12.047,14.263,14.263,377.859,36.009,36.009,0.36,0.0,7.562,0.0,0.0,227.645,57.834,72.099,0.74,,161.14,110.343,26.526,478.375,3.08,45.102,393.641,26.526,26.526,1.594,42.56,0.0,89.618,48.137,47.68,488.202,488.202,167.124,167.124,0.0,16.034,-16.981,722513.0,571.4628,1955.0,722513.0,Limited-Service Restaurants 
22633,2010-12-31,09777B107,7.0,5.0,2010-12-31,2011-06-30,2011-03-02,0.0,2.034,3.656,3.466,,0.492,-62.285,0.007,12.18,231.217,165.975,2.73,84.248,84.248,22.195,58.699,58.699,0.015,0.0,33.667,0.0,0.0,16.516,9.103,13.41,-0.07,0.016,28.536,30.625,-4.091,33.096,0.097,64.742,71.145,-4.091,-4.091,23.458,-4.132,0.0,17.089,14.498,-8.02,52.82,52.82,157.97,160.072,0.0,0.091,53.311,512120.0,,1347.0,512120.0,Motion Picture and Video Distribution
5575,2000-06-30,098072101,7.0,5.0,,,,0.0,,0.23,0.413,,0.0,-0.131,0.0,0.401,12.46,25.3,0.361,4.736,9.708,9.795,11.457,11.457,11.394,0.0,0.0,0.0,0.0,0.0,-10.048,-9.41,-0.89,,0.449,-9.41,-9.805,1.408,0.639,1.377,1.377,-9.805,-9.805,0.0,-9.793,,1.139,0.446,-25.611,0.385,0.385,11.083,,0.0,0.012,9.229,325412.0,269.9556,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
3711,2000-12-31,099469504,7.0,5.0,,,,0.0,,0.547,,,0.268,4.636,0.268,5.343,18.126,53.098,0.26,1.416,1.416,21.792,31.692,31.692,0.0,0.0,0.1,0.0,-1.011,12.62,-9.557,-6.892,-0.66,,1.903,1.745,-22.732,1.903,0.401,12.002,24.522,-21.299,-22.216,0.0,-22.667,,14.196,7.971,-59.494,23.537,23.537,-6.396,,0.0,0.065,-4.018,213112.0,13.8653,169.0,213112.0,Support Activities for Oil and Gas Operations 
22617,2011-03-31,099502106,7.0,5.0,2011-03-31,2011-06-16,2011-06-07,0.0,-5.453,23.311,28.6,,64.082,25.016,43.044,279.801,3024.023,840.058,88.784,192.631,192.631,4310.221,127.866,127.866,1.278,0.0,30.0,0.0,0.0,994.328,319.444,400.047,0.67,,1163.549,1281.075,84.694,1403.787,0.0,866.135,2116.773,84.694,84.694,0.0,128.064,0.0,311.525,173.43,65.914,5591.296,5591.296,907.25,907.25,0.0,43.37,499.514,541519.0,2302.8667,1591.0,541519.0,Other Computer Related Services
4601,2000-12-31,09972F101,,53.0,,,,,,,,,9.27,,,337.49,371.278,0.0,,32.119,93.119,9.659,2.938,2.938,14.685,,0.0,,0.0,,,13.45,2.19,0.0,0.0,20.449,6.422,0.0,0.0,,342.489,6.422,6.422,0.0,10.808,,,1.506,14.104,30.108,30.108,28.789,,0.0,4.386,,522110.0,56.1893,1420.0,522110.0,Commercial Banking 
5264,2000-12-31,100557107,7.0,53.0,,,,0.0,,3.342,0.016,,1.671,-1.556,1.671,6.506,98.602,56.703,5.602,6.256,35.114,77.741,20.566,16.659,0.206,0.0,0.0,0.0,0.0,0.0,16.12,22.436,0.62,,1.477,112.813,11.239,1.477,15.739,20.446,24.913,11.239,11.239,0.0,19.05,,51.953,27.047,47.814,190.554,190.554,73.689,,31.034,7.811,47.961,312120.0,145.2124,353.0,312120.0,Breweries
4199,2017-12-31,101044105,7.0,5.0,2017-12-31,2018-06-09,,0.0,0.0,0.0,2.41,,1.629,0.009,1.302,2.078,153.477,158.351,2.268,6.838,91.991,7.85,14.363,14.363,0.014,0.0,0.0,0.0,0.0,0.0,-6.224,-2.87,-0.6,,24.692,1.164,-6.468,34.042,0.0,5.031,5.088,-6.468,-6.468,0.0,-6.479,0.0,11.024,9.111,-11.211,9.014,9.014,147.154,147.154,0.0,0.0,88.811,541850.0,465.2176,1620.0,541850.0,Indoor and Outdoor Display Advertising
16250,2007-12-31,101405108,7.0,5.0,2007-12-31,2008-03-21,,0.0,0.0,9.052,2.507,,3.594,-3.072,0.075,17.867,606.367,315.48,1.744,37.649,37.649,54.691,43.114,43.114,0.004,0.0,0.0,0.0,0.0,119.504,-11.45,-7.426,-4.12,,374.886,56.347,-64.548,534.532,7.202,21.391,194.188,-64.548,-101.707,0.0,-65.254,15.389,1.853,1.805,-78.964,111.038,111.038,412.179,412.179,0.0,-0.706,45.045,311225.0,471.236,285.0,311225.0,Fats and Oils Refining and Blending 
1819,2013-12-31,10482B101,7.0,5.0,2013-12-31,2014-04-27,2014-02-28,0.0,0.0,0.0,0.09,0.0,8.565,19.494,4.501,16.686,962.407,246.928,0.0,143.776,149.727,188.925,16.129,16.129,0.161,0.0,7.776,614.106,0.0,621.882,33.01,33.1,-0.73,,0.0,44.594,-11.782,2.631,0.318,,659.28,-11.782,-11.786,0.0,-15.585,0.0,0.0,0.0,-101.062,233.519,233.519,146.027,143.401,0.0,2.343,,531120.0,293.5478,1497.0,531120.0,Lessors of Nonresidential Buildings (except Miniwarehouses) 
12749,2014-12-31,10501E201,7.0,5.0,2014-12-31,2015-04-20,2015-03-26,0.0,0.0,0.0,0.0,,0.02,1.688,0.0,1.542,9.911,68.317,0.161,4.251,8.541,0.0,15.281,15.281,0.011,0.0,0.0,0.0,0.0,0.0,-7.421,-7.315,-0.68,,0.0,0.0,-9.246,0.0,0.0,3.113,3.236,-9.246,-9.246,0.0,-9.246,0.0,1.524,0.313,-61.653,0.0,0.0,6.675,6.675,0.0,0.0,6.465,325414.0,72.7376,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
17447,2012-12-31,10537L104,,,,,,,,,,,,,,,,,,,,,,21.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6050,2000-12-31,105494108,,,,,,,,,,,,,,,,,,,,,,3.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
23716,2000-12-31,10552T107,5.0,5.0,,,,0.0,,0.0,,,51.888,,23.913,65.244,1308.424,0.022,84.216,6.995,336.359,699.194,14.59,14.59,,35.994,257.296,0.0,0.0,570.522,31.229,69.76,1.77,,2.731,243.102,25.828,2.731,139.517,472.169,916.793,25.828,25.828,0.0,29.648,,745.128,592.597,45.433,942.296,942.296,391.631,391.631,0.0,3.578,145.754,112340.0,,76.0,112340.0,Poultry Hatcheries
24541,2013-06-30,10554B104,7.0,5.0,2013-06-30,2013-11-18,2013-09-13,0.0,0.0,8.477,0.392,0.0,37.693,-12.736,37.693,3.523,349.187,1.534,1.533,34.289,38.477,95.963,58.422,58.422,264.654,0.0,20.353,0.0,0.0,46.14,12.03,24.713,0.22,0.904,0.0,43.724,13.013,1.164,13.049,51.889,83.282,13.013,13.013,0.0,11.948,0.0,11.143,6.728,-0.283,139.687,139.687,265.905,265.905,0.0,-1.065,71.128,111.0,,2.0,111.0,Crop Production
8644,2000-12-31,105651103,7.0,5.0,,,,0.0,,4.699,,,0.0,-0.117,0.0,3.668,99.263,104.331,9.637,2.723,48.273,43.061,20.235,20.235,0.02,0.0,0.0,0.0,0.0,0.0,-14.427,-2.59,-0.75,,,33.583,-14.589,16.561,0.0,8.432,8.736,-14.589,-14.589,0.0,-15.229,,15.871,11.164,-13.824,76.644,76.644,90.527,,0.0,-0.64,63.106,54161.0,74.6166,1593.0,54161.0,Management Consulting Services
22194,2012-12-31,10567B109,7.0,5.0,2012-12-30,2013-03-19,2013-02-25,0.0,0.0,4.851,,,56.412,14.369,56.412,10.695,263.338,0.0,36.387,13.717,13.717,334.737,19.82,19.596,195.512,0.0,2.704,0.0,0.0,23.086,23.153,42.092,0.82,,0.0,74.328,16.148,,3.023,56.763,163.055,16.148,16.148,0.0,21.8,0.0,288.698,175.969,-92.302,409.065,409.065,100.283,100.283,2.927,5.652,-25.806,722511.0,263.1743,1954.0,722511.0,Full-Service Restaurants 
8758,2000-12-31,106372105,7.0,5.0,,,,0.0,,1.799,,,9.535,12.021,9.535,12.729,77.272,442.804,35.871,5.453,5.453,58.609,53.685,50.575,0.006,0.0,2.0,0.0,0.0,6.265,-113.862,-45.637,-9.84,,0.0,43.87,-389.851,0.0,0.662,29.83,34.88,-389.851,-389.851,0.0,-425.35,,53.375,42.173,-400.418,102.479,102.479,42.392,,0.0,-35.499,-5.276,541512.0,44.2531,1589.0,541512.0,Computer Systems Design Services 
8017,2000-12-31,106786106,7.0,5.0,,,,-0.38,,0.632,0.0,,0.0,-0.293,0.0,0.121,35.969,60.039,0.521,31.211,31.579,0.26,19.21,19.21,0.019,0.0,0.0,0.0,0.0,0.0,-14.626,-14.05,-0.98,,0.0,0.595,-17.429,0.0,0.0,0.509,0.509,-17.809,-17.809,0.0,-17.429,,1.169,0.579,-24.598,0.855,0.855,35.46,,0.0,0.0,31.773,522320.0,14.4075,1438.0,522320.0,"Financial Transactions Processing, Reserve, and Clearinghouse Activities "
10509,2003-12-31,108030107,7.0,53.0,,,,,0.007,,,,4.117,-1.478,,246.394,278.579,,0.499,9.572,57.547,3.078,6.052,6.052,32.8,,0.0,,0.0,,2.983,3.674,0.56,0.0,0.0,11.719,3.373,0.0,0.0,,248.625,3.373,3.373,0.0,1.505,,,1.515,-2.846,14.797,14.797,29.954,,0.0,-1.868,,522110.0,78.6155,1420.0,522110.0,Commercial Banking 
6105,2000-12-31,108058108,,5.0,,,,,-0.082,,,,2.544,,,208.365,234.927,0.0,,21.061,41.561,4.48,2.922,2.922,21.266,,2.0,,0.0,,7.675,8.078,1.4,0.0,0.0,12.253,4.102,0.0,0.0,,211.664,4.102,4.102,2.0,6.303,,,3.768,1.997,16.733,16.733,23.263,,0.0,2.201,,522110.0,40.908,1420.0,522110.0,Commercial Banking 
4947,2018-12-31,108621103,7.0,5.0,2018-12-31,2019-04-07,2019-01-28,,-1.568,,,0.0,23.863,-5.021,,1560.934,1973.741,126.031,3.72,28.444,31.749,24.063,30.097,30.097,0.301,,38.0,,0.0,,41.783,42.735,0.93,0.0,2.626,63.706,26.92,3.678,0.0,,1752.743,26.92,26.92,18.0,32.144,0.0,,13.074,94.666,87.769,87.769,220.998,220.998,0.0,5.224,,522110.0,317.5234,1420.0,522110.0,Commercial Banking 
6462,2000-12-31,109194100,7.0,5.0,,,,0.0,,8.805,,,6.857,3.008,6.857,2.269,136.895,79.398,19.677,8.599,8.599,242.784,10.564,10.069,0.126,0.0,6.475,0.573,0.0,0.581,16.446,23.971,0.77,,23.361,48.359,9.212,24.256,0.0,47.614,61.612,9.212,9.212,6.319,15.772,,83.672,64.433,2.84,291.143,291.143,75.283,75.283,7.081,6.56,-6.265,624410.0,263.0526,1862.0,624410.0,Child Care Services 
4598,2017-08-31,109199208,7.0,5.0,2017-08-31,2017-12-13,2017-12-01,0.0,-5.539,4.58,0.55,,23.257,31.33,22.424,7.725,407.757,213.029,14.74,285.788,288.831,118.729,117.25,117.25,0.001,0.0,0.0,0.0,0.0,0.0,35.186,47.033,0.23,,15.79,84.228,26.112,24.27,1.305,182.442,192.322,26.112,26.112,0.0,35.329,0.0,135.281,64.252,1.9,202.957,202.957,214.93,215.435,0.0,6.218,113.536,611110.0,,1737.0,611110.0,Elementary and Secondary Schools 
4704,2017-12-31,10922N103,7.0,5.0,2017-12-31,2018-03-16,2018-02-12,0.0,1676.0,0.0,40.0,0.0,124523.0,3592.0,118845.0,3791.0,224192.0,12432.0,0.0,1857.0,13049.0,7264.0,119.773,119.773,1.0,0.0,2.0,2966.0,0.0,3612.0,-699.0,-659.0,-3.14,,0.0,-659.0,-378.0,608.0,0.0,,209612.0,-378.0,-378.0,0.0,-615.0,0.0,0.0,0.0,2082.0,6605.0,6605.0,14515.0,14580.0,0.0,-237.0,,524113.0,7023.4887,1461.0,524113.0,Direct Life Insurance Carriers 
7428,2000-12-31,10947N104,7.0,5.0,,,,0.0,,0.701,1.376,,0.046,0.941,0.046,2.195,21.154,98.244,1.224,0.0,0.0,42.442,11.545,11.545,0.012,0.0,3.597,0.0,-0.91,0.0,-11.325,-8.081,-5.99,,12.0,19.17,-58.753,12.0,0.0,12.082,12.101,-59.663,-59.663,3.597,-56.579,,5.281,2.158,-89.203,61.612,61.612,9.053,,0.0,2.174,-5.132,541512.0,4.3294,1589.0,541512.0,Computer Systems Design Services 
4997,2018-09-30,10948C107,7.0,5.0,2018-09-30,2018-12-06,2018-11-28,0.0,-10.426,55.179,104.943,0.0,46.711,1.312,46.711,93.603,2891.898,1426.344,86.425,35.224,35.224,1652.228,104.47,104.47,1.045,0.0,17.584,0.0,0.0,1164.36,102.806,283.045,-0.15,,1766.761,701.375,-15.087,2057.216,23.83,331.47,1664.571,-15.087,-15.087,0.0,-81.335,0.0,544.813,256.806,-200.062,2353.603,2353.603,1227.327,1227.327,0.0,-66.248,199.695,541320.0,1676.7435,1564.0,541320.0,Landscape Architectural Services
13142,2003-12-31,10949P107,7.0,5.0,2003-12-31,,,0.0,0.0,0.828,,,8.768,-0.401,8.768,0.457,39.793,44.443,0.292,2.417,14.417,7.529,5.357,5.357,0.005,0.0,0.0,0.0,0.0,0.0,-19.458,-17.158,-3.51,,0.0,-5.335,-18.744,,2.735,1.238,1.238,-18.744,-18.744,0.0,-19.835,,14.528,6.267,-5.893,2.194,2.194,38.555,,0.0,-1.091,17.189,334220.0,44.9988,749.0,334220.0,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
4943,2018-12-31,10949T109,7.0,5.0,2018-12-31,2019-03-28,,0.0,-0.399,0.0,31.658,0.0,88.714,-7.339,47.017,29.151,8660.73,2899.353,0.0,77.317,187.463,244.505,127.81,127.81,1.278,0.0,0.0,4146.955,0.0,5594.245,115.738,,-1.41,,0.0,256.283,-168.498,101.786,0.0,,5815.528,-168.498,-169.937,0.0,-140.294,0.0,0.0,0.0,-193.726,500.788,500.788,2706.905,2845.202,0.0,37.059,,525990.0,2018.1199,1490.0,525990.0,Other Financial Vehicles 
20915,2008-12-31,109699108,7.0,5.0,2008-12-31,2009-04-17,,0.0,-1.4,34.0,0.0,,83.7,21.2,0.0,20.4,876.9,54.5,177.8,63.6,63.6,214.2,45.769,45.769,0.0,0.0,0.0,0.0,0.0,0.0,94.4,167.2,1.25,-1.9,0.0,318.1,57.1,0.0,0.0,98.3,394.9,57.1,57.1,0.0,93.4,0.0,1015.1,659.3,427.5,532.3,532.3,482.0,,0.0,36.3,35.6,56161.0,1003.2565,1688.0,56161.0,"Investigation, Guard, and Armored Car Services"
13661,2004-12-31,11037M105,7.0,5.0,2004-12-31,,,0.0,0.64,0.0,0.371,,146.607,44.973,6.978,197.934,1040.92,226.438,10.973,11.508,15.85,303.99,32.554,31.871,0.325,0.0,3.462,0.0,0.0,73.388,100.502,106.911,1.99,,101.611,106.911,61.137,104.555,0.0,,718.597,61.137,61.137,0.0,95.899,0.0,37.982,18.017,98.525,410.901,410.901,322.323,,2.965,34.762,,524126.0,637.42,1464.0,524126.0,Direct Property and Casualty Insurance Carriers 
23804,2001-03-31,110793403,7.0,53.0,,,,0.0,,0.0,,,563.343,-14.19,563.343,158.928,9626.496,604.494,188.727,0.0,322.113,2223.573,155.091,155.091,393.063,,56.76,,0.0,,,790.383,0.26,,,790.383,41.151,0.0,794.64,972.015,7784.634,41.151,38.313,,79.464,,15600.486,7158.855,712.338,3013.956,3013.956,1841.862,,0.0,38.313,648.483,2211.0,,175.0,2211.0,"Electric Power Generation, Transmission and Distribution"
5945,2000-12-31,111091104,,53.0,,,,,,,,,5.619,,,211.355,270.119,7.156,,7.63,7.959,11.376,2.116,2.101,5.29,,2.84,,0.0,,5.68,6.404,1.29,0.0,,12.807,2.691,,0.773,,244.595,2.691,2.691,2.84,3.61,,,7.072,13.335,24.183,24.183,25.524,,0.257,0.919,,522110.0,25.212,1420.0,522110.0,Commercial Banking 
1357,2013-12-31,11120U105,7.0,5.0,2013-12-31,2014-03-29,2014-02-20,0.0,-6.812,0.0,0.0,,77.319,-13.596,3.528,230.967,10171.916,2543.69,0.0,113.915,189.372,767.345,229.69,229.69,2.297,0.0,0.0,4361.11,-18.055,6007.589,276.571,,-0.41,,0.0,409.351,-75.479,0.0,0.0,,6865.929,-93.534,-93.534,0.0,-100.828,0.0,,10.591,-203.519,1176.696,1176.696,2342.468,3284.52,0.0,0.0,,531120.0,4669.5977,1497.0,531120.0,Lessors of Nonresidential Buildings (except Miniwarehouses) 
7023,2000-12-31,111320107,7.0,5.0,,,,0.0,,10.397,140.505,,360.197,-37.929,360.197,78.163,4677.822,5086.838,80.666,523.904,601.586,457.46,244.322,244.322,0.024,0.0,21.051,0.0,0.0,21.051,4.414,169.412,-3.13,,,638.7,-687.822,3260.464,52.137,202.562,202.562,-687.822,-687.822,0.0,-691.775,,179.826,132.87,-611.602,1096.16,1096.16,4475.26,,0.0,-3.953,673.092,334413.0,20523.048,758.0,334413.0,Semiconductor and Related Device Manufacturing 
