,IPO name,ticker,CUSIP,Date of IPO,IS_SPAC
4540,Hyperion 1999 Term Trust Inc,HTT,448913103,,False
4541,Managed Municipals Portfolio,MMU,561662107,,False
4542,MuniYield CA Insured Fund Inc,MIC,62629K106,,False
4543,MuniYield NY Insured Fund II,MYT,62630P102,,False
4544,MuniYield Quality Fund Inc,MQY,626302103,,False
4545,Nuveen CA Select Tax-Free,NXC,67063R103,,False
4546,Nuveen Insured NY Select,NXN,67063V104,,False
4547,Putnam Tax-Free Health Care,PMH,746920107,,False
4548,Tapistron International,TAPI,876038100,,False
4549,Winthrop Resources,WINR,976396101,,False
4550,Authentic Fitness,ASM,052661105,,False
4551,Energy Research,ERCC,29271E100,,False
4552,Cholestech,CTEC,170393102,,False
4553,Regency Health Services,RHS,758934103,,False
4554,Starbucks Coffee,SBUX,855244109,,False
4555,Ultramar,ULR,903912103,,False
4556,Allied Capital Commercial Corp,ALCC,19029107,,False
4557,MicroTouch Systems,MTSI,595145103,,False
4558,Bradlees,BLE,104499108,,False
4559,British Bio-Technology,BBIOY,110515103,,False
4560,Cantab Pharmaceuticals,CNTBY,138084108,,False
4561,Data Research Associates,DRAI,237853106,,False
4562,Rexnord,REX,76168R108,,False
4563,Small's Oil Field Services,FISH,831682109,,False
4564,North American Mortgage,NAC,657037107,,False
4565,Matritech,NMPS,576818108,,False
4566,Argus Pharmaceutical,ARGS,040272106,,False
4567,Electronic Information Systems,EISI,285738100,,False
4568,The China Fund Inc,CHN,169373102,,False
4569,Northern Springs,VPURA,665725107,,False
4570,CCP Insurance,CCP,124899105,,False
4571,Edusoft,EDUSF,M3040Q104,,False
4572,Eagle Hardware & Garden,EAGL,26959B101,,False
4573,Equitable Companies,EQ,29444G107,,False
4574,Greater China Fund Inc,GCH,39167B102,,False
4575,Spectral Diagnostics,DIAGF,847574100,,False
4576,Encore Wire,WIRE,292562105,,False
4577,Jardine Fleming China Region,JFC,471110106,,False
4578,Medrad,MEDR,584950109,,False
4579,Zoll Medical,ZOLL,989922109,,False
4580,Ampex,AMPX,032092108,,False
4581,Japan Equity Fund Inc,JEQ,471057109,,False
4582,StrataCom,STRM,862683109,,False
4583,First Pacific Networks,FPNX,335933107,,False
4584,GTECH Holdings,GTK,400518106,,False
4585,Pyxis Corporation,PYXS,747251106,,False
4586,American Strategic Income II,BSP,030099105,,False
4587,Nuveen Premium Income,NPM,67063W102,,False
4588,Latin America Dollar Income Fd,LBF,51828L106,,False
4589,Megafoods Stores,MEGF,584951107,,False
4590,Nuveen Select Tax-Free Income,NXR,67063X100,,False
4591,Patriot Global Dividend Fund,PGD,703361105,,False
4592,Austin's International,AUST,052481108,,False
4593,Global Spill Management,GSMI,37936P105,,False
4594,RCL Acquisition,RCLA,749351102,,False
4595,RHI Entertainment,RHE,749559100,,False
4596,SOFTIMAGE,SFTIF,833961105,,False
4597,Enron Liquids Pipeline,ENP,29356N108,,False
4598,Smith Barney Municipal Fund,SBT,831902101,,False
4599,Fleet Mortgage Group,FLG,339012106,,False
4600,XXsys Technologies,XSYS,983858101,,False
4601,Creative Technology,CREAF,Y1775U107,,False
4602,Hi-Tech Pharmacal,HITK,42840B101,,False
4603,Peak Technologies Group,PEAK,704683101,,False
4604,American Medical Response,EMT,027446103,,False
4605,Medic Computer Systems,MCSY,584472104,,False
4606,Tadiran,TAD,M8734H104,,False
4607,Banyan Systems,BNYN,066908104,,False
4608,Ezcony Interamerica,EZCOF,G3287M102,,False
4609,Arbor National Holdings,ARBH,038761102,,False
4610,Kennedy-Wilson Inc,KWIC,48939910,,False
4611,Omega Healthcare Investors Inc,OHI,681936100,,False
4612,3Net Systems,TNET,885795104,,False
4613,Blue Chip Computerware,BCHP,095319109,,False
4614,Envirogen,ENVG,294040100,,False
4615,Managed Health Benefits,MHBT,561660101,,False
4616,OnGard Systems,OGSI,682727202,,False
4617,Tops Appliance City,TOPS,890910102,,False
4618,Funco,FNCO,360762108,,False
4619,Value-Added Communications,VACI,920383106,,False
4620,Bestop,BTOP,086582103,,False
4621,Integrated Process Equipment,IPEC,45812K108,,False
4622,American Residential Holding,AMRS,02926R107,,False
4623,Computervision,CVN,20557T101,,False
4624,Alden Press,ALDN,014292106,,False
4625,Discount Auto Parts,DAP,254642101,,False
4626,Sunbeam-Oster,SOC,867071102,,False
4627,Danskin,DANS,236365102,,False
4628,Paco Pharmaceutical Services,PACO,69523G104,,False
4629,Amber's Stores,ABRS,023187107,,False
4630,BKC Semiconductors,BKCS,05548E107,,False
4631,Blackrock 2001 Term Trust Inc,BTM,092477108,,False
4632,Layne,LAYN,521050104,,False
4633,Lifequest Medical,LQMD,531928109,,False
4634,Perceptron,PRCP,71361F100,,False
4635,TelMed,TEMD,879687101,,False
4636,Income Opportunities Fund 1999,IOF,45333P107,,False
4637,MuniYield Quality Fund II Inc,MQT,62630T104,,False
4638,Evergreen Information Tech,EVRG,300240108,,False
4639,Swing-N-Slide,SNSC,870775103,,False
4640,D&K Wholesale Drug,DKWD,232861104,,False
4641,R2 Medical Systems,RMED,749916102,,False
4642,Medical Resources,MRII,58461Q102,,False
4643,EQUUS II INC,EQS,29476610,,False
4644,Intelligent Surgical Laser,ISLS,457965101,,False
4645,CPI Aerostructures,CPIA,125919100,,False
4646,Sports & Recreation,SPRC,849168109,,False
4647,2 Bi 2,,901854208,,False
4648,Amer Adjustable Rate Term 1999,EDJ,02368Q104,,False
4649,American Studios,AMST,030102107,,False
4650,Cheesecake Factory,CAKE,163072101,,False
4651,Managed Munis Portfolio II Inc,MTU,561663105,,False
4652,Blackrock CA Ins Muni 2000 Tr,BFC,09247G108,,False
4653,Blackrock FL Ins Muni 2008 Tr,BRF,09247H106,,False
4654,Blackrock Ins Muni 2008 Tr,BRM,09247K109,,False
4655,Blackrock NY Ins Muni 2008 Tr,BLN,09247L107,,False
4656,Nuveen Select Maturities Muni,NIM,67061T101,,False
4657,Nuveen Select Tax-Free Income,NXS,67063Y108,,False
4658,INTERCAPITAL QUALITY MUN INC T,IQI,45844G10,,False
4659,American Insurance Group,AMGP,026846105,,False
4660,Life Medical Sciences,CHAI,53215M101,,False
4661,Netrix,NTRX,641148101,,False
4662,On Assignment,ASGN,682159108,,False
4663,Tommy Hilfiger,TOM,G8915Z102,,False
4664,BLADEX,BLX,P16994132,,False
4665,DeWolfe,DWLF,252115100,,False
4666,F & M Distributors,FMDD,302723101,,False
4667,Heart Labs of America,HLOA,42233G105,,False
4668,John Alden Financial,JA,477838106,,False
4669,USX-Delhi Group,DGP,90336X103,,False
4670,Universal Standard Med Labs,USML,913839106,,False
4671,Caraustar Industries,CSAR,140909102,,False
4672,Just Toys,JUST,482133105,,False
4673,Nu-Kote Holding,NKOT,669935108,,False
4674,Electronics for Imaging,EFII,286082102,,False
4675,Plaza Home Mortgage,PHMC,728187105,,False
4676,Sportmart,SPMT,848922100,,False
4677,4th Dimension Software,DDDDF,M4656T101,,False
4678,McAfee Associates,MCAF,579057100,,False
4679,Microtek Medical,MTMI,594939100,,False
4680,Data Race,RACE,237842109,,False
4681,IVF America,IVFA,450706106,,False
4682,Peachtree Fiberoptics,PFII,70467E108,,False
4683,Brilliance China Automotive,CBA,G1368B102,,False
4684,Todhunter International,TODH,889050100,,False
4685,VAN KAMPEN MER ADV MUNI INC TR,VKA,92112410,,False
4686,VAN KAMPEN MER ADV PA MUNI INC,VAP,92093710,,False
4687,Alamar Biociences,ALMR,010740108,,False
4688,Copley Pharmaceutical,CPLY,21745K101,,False
4689,IQ Software,IQSW,449854108,,False
4690,Alpha-Beta Technology,ABTI,02071K105,,False
4691,Fritz Companies,FRTZ,358846103,,False
4692,Taco Cabana,TACO,873425102,,False
4693,Acordia,ACO,004929105,,False
4694,Brooktrout Technology,BRKT,114580103,,False
4695,Corel,CORL,21868Q109,,False
4696,Health Image Media,RXRX,421944109,,False
4697,Voice Powered Technology Intl,VPTI,92861H107,,False
4698,Kemet,KMET,488360108,,False
4699,Trinity Biotech,TRIB,896438108,,False
4700,Central Mortgage Bancshares,CMBI,154207104,,False
4701,Consumer Portfolio Services,CPSS,210502100,,False
4702,ECO2,TIRE,278859103,,False
4703,First Israel Fund Inc,ISL,32063L100,,False
4704,Hibernia Foods,HIBNY,428660104,,False
4705,ImageAmerica,IMGA,45244P105,,False
4706,Olicom,OLCMF,K7514Y107,,False
4707,Physicians Clinical Laboratory,PCLI,71940R104,,False
4708,Platinum Software,PSQL,72764R105,,False
4709,"Sterling Bancshares, Inc",SBIB,858907108,,False
4710,Boomtown,BMTN,098588106,,False
4711,Casino Magic,CMAG,147590103,,False
4712,Citation Computer Systems,CITA,172894107,,False
4713,Environmental Technologies USA,ENVR,294090105,,False
4714,Future HealthCare,FHCI,360911101,,False
4715,Hyperion 1997 Term Trust Inc,HTA,448916106,,False
4716,Hyperion 2002 Term Trust Inc,HTB,448915108,,False
4717,Minerals Technologies,MTX,603158106,,False
4718,MuniYield CA Insured Fund II,MCA,62629L104,,False
4719,MuniYield Florida Insured Fund,MFT,626298103,,False
4720,MuniYield Insured Fund II Inc,MYI,62630F104,,False
4721,MuniYield Michigan Insured Fd,MIY,62630J106,,False
4722,MuniYield NJ Insured Fund Inc,MJI,625921101,,False
4723,MuniYield Pennsylvania Fund,MPA,62630V109,,False
4724,New World Power,NWPC,649290202,,False
4725,Nuveen Premium Income Muni 3,NPN,67061G109,,False
4726,Nuveen Select Maturities,NIR,67061N104,,False
4727,Emerging Markets Income Fund,EMD,290918101,,False
4728,Life Re,LRE,532160108,,False
4729,HCC Insurance Holdings,HCCH,404132102,,False
4730,Ha-Lo Industries,HALO,404429102,,False
4731,Patterson Dental,PDCO,703412106,,False
4732,Alliance World Dollar Govt Fd,AWG,018796102,,False
4733,Painewebber Premier Inc Fund,PPM,695931105,,False
4734,PennCorp Financial Group,PFG,708094107,,False
4735,Rottlund,RHOM,779077106,,False
4736,CMAC Investment,CMT,125662106,,False
4737,Microtest,MTST,594941106,,False
4738,Books-A-Million,BAMM,098570104,,False
4739,Gotham Apparel,TBAY,383450103,,False
4740,Cypros Pharmaceutical,CYPR,232808105,,False
4741,Rimage,RIMG,766721104,,False
4742,Dial Page,DPGE,25247P100,,False
4743,Zoltek Companies,ZOLT,98975W104,,False
4744,RailAmerica,RAIL,750753105,,False
4745,Clucker's Wood Roasted Chicken,CLUK,189480106,,False
4746,Neoprobe,NEOP,640518106,,False
4747,Media Vision Technology,MVIS,58445A10,,False
4748,Breed Technologies,BDT,106702103,,False
4749,Santa Fe Energy Trust,,802013102,,False
4750,SatCon Technology,SATC,803893106,,False
4751,"NPM Healthcare Products, Inc.",NPMH,62936L102,,False
4752,DiversiFax,DFAX,255113102,,False
4753,LanOptics,LNOP,M6706C103,,False
4754,Ligand Pharmaceutical,LGNDA,53220K108,,False
4755,PeopleSoft,PSFT,712713106,,False
4756,American Municipal Term Tr III,CXT,027654102,,False
4757,MuniYield NY Insured Fund III,MBA,62630Q100,,False
4758,Nuveen Arizona Premium Income,NAZ,67061W104,,False
4759,Nuveen Ins CA Prem Inc Muni Fd,NPC,67061X102,,False
4760,PUTNAM NEW YORK INV GR MUNI TR,PMN,74692110,,False
4761,Putnam CA Investment Grade,PCA,746446103,,False
4762,Putnam Investment Grade Tr II,PMG,746806108,,False
4763,Soricon,SRCC,835864109,,False
4764,Sport Chalet,SPCH,849163100,,False
4765,Wellsford Residential Ppty,WRP,950241109,,False
4766,Income Opportunities Fund 2000,IFT,45333Q105,,False
4767,Monk-Austin,MK,609451109,,False
4768,TCW/DM Term Trust 2002,TRM,87234T101,,False
4769,Taubman Centers Inc,TCO,876664103,,False
4770,"USA Classic, Inc.",USCL,902928100,,False
4771,HS Resources,HSRS,404297103,,False
4772,Cortech,CRTQ,22051J100,,False
4773,Golden Eagle Group,GEGP,381000108,,False
4774,Wilshire Technologies,WITE,972000103,,False
4775,NetWorth,NWTH,641221106,,False
4776,AquaNatural,AQQA,03838P106,,False
4777,Ace Cash Express,AACE,004403101,,False
4778,Chart Industries,CTI,16115Q100,,False
4779,Miles Homes,MIHO,599268109,,False
4780,MRV Communications,MRVC,553477100,,False
4781,Transworld Home HealthCare,TWHH,894081108,,False
4782,Document Imaging Systems,DCSR,256146101,,False
4783,Eltrax Systems,ELTX,290375104,,False
4784,First Colony,FCL,319741104,,False
4785,Shuffle Master,SHFL,825549108,,False
4786,Fresh Choice,SALD,358032100,,False
4787,Hospitality Franchise Systems,HFS,440912103,,False
4788,Perma-Fix Environmental,PESI,714157104,,False
4789,Haggar,HGGR,405173105,,False
4790,Maybelline,MAY,577875107,,False
4791,Micro Warehouse,MWHS,59501B105,,False
4792,Midland Financial Group,MDLD,597517101,,False
4793,Sellectek,SLTK,816415103,,False
4794,United Waste Systems,UWST,913174108,,False
4795,Universal Self Care,USCI,913829107,,False
4796,President Riverboat Casinos,PREZ,740848106,,False
4797,Saga Communications,SGA,786598201,,False
4798,Purolator Products,PFIL,746381102,,False
4799,Snapple Beverage,SNPL,833037104,,False
4800,Aerial Assault,AAST,007653108,,False
4801,CompuWare,CPWR,205638109,,False
4802,MB Holdings,MCBX,55262M108,,False
4803,Res-Care,RSCR,760943100,,False
4804,Vision-Sciences,VSCI,927912105,,False
4805,Celebrity,FLWR,151004108,,False
4806,Hayes Wheels International,HAY,420804106,,False
4807,Seacor Holdings,CKOR,811904101,,False
4808,St Mary Land & Exploration,MARY,792228108,,False
4809,Syratech Corp,SYRA,871824108,,False
4810,The Student Loan Corporation,STU,863902102,,False
4811,Trident Microsystems,TRID,895919108,,False
4812,Universal Heights,UHTS,91359C109,,False
4813,BlackRock 1999 Term Trust Inc,BNN,09247T100,,False
4814,Creative BioMolecules,CBMI,225270107,,False
4815,Environmental Technologies,EVTC,293961108,,False
4816,Health Management Systems,HMSY,42219M100,,False
4817,ISG International Software,SISG,M5733B104,,False
4818,MicroCarb,CARB,594942104,,False
4819,Nuveen Insured FL Premium,NFL,67101V108,,False
4820,Nuveen Insured NY Premiom,NNF,67101R107,,False
4821,Nuveen Insured Premium Income,NPE,67101P101,,False
4822,Nuveen MI Premium Income Muni,NMP,67101Q109,,False
4823,Nuveen NJ Premium Income Fund,NNJ,67101N106,,False
4824,Nuveen Ohio Premium Income,NOH,67101U100,,False
4825,Nuveen PA Premium Income Muni,NPA,67101W106,,False
4826,Nuveen Texas Premium Income,NTE,67101T103,,False
4827,Capitol American Financial,CAF,14055J103,,False
4828,Exstar Financial,EXTR,302229109,,False
4829,GBC Technologies,GBCT,36149F102,,False
4830,Palomar Medical Technologies,PMTI,697529105,,False
4831,Reconditioned Systems,RESY,756240107,,False
4832,Infu-Tech,INFU,456836105,,False
4833,2002 Target Term Trust Inc,TTR,902106103,,False
4834,TRO Learning,TUTR,87263R109,,False
4835,"Ultralife Batteries, Inc.",ULBI,903899102,,False
4836,Hungarian Telephone & Cable,HTCC,445542103,,False
4837,Xerographic Laser Images,XLIC,984118109,,False
4838,Octus,OCTS,675742100,,False
4839,Borg-Warner Security,BOR,099733107,,False
4840,AutoImmune,AIMM,052776101,,False
4841,Computer Outsourcing Services,COSI,205265101,,False
4842,Hahn Automotive Warehouse,HAHN,405191107,,False
4843,Champion Industries,CHMP,158520106,,False
4844,Duff & Phelps Utlty&Corp Bd Tr,DUC,26432K108,,False
4845,General Nutrition Companies,GNCI,37047F103,,False
4846,Physicians Health Services,PHSV,71940Q106,,False
4847,Municipal Partners Fund Inc,MNP,62622C101,,False
4848,Salomon Brothers High Income,HIF,79547Q106,,False
4849,Van Kampen Merritt Strategic,VKS,920943107,,False
4850,Advanced Mammography Systems,MAMO,00753Q101,,False
4851,Cell Genesys,CEGE,150921104,,False
4852,Dr Pepper/Seven-Up,DPS,256131301,,False
4853,Paragon Trade Brands,PTB,69912K107,,False
4854,Shaman Pharmaceuticals,SHMN,819319104,,False
4855,BioSurface Technology,BSRF,09066J100,,False
4856,DF&R Restaurants,DFNR,23320P109,,False
4857,Wellpoint Health Networks,WLP,94973G100,,False
4858,American Re,ARN,029163102,,False
4859,Kenfil,KNFL,488883109,,False
4860,OrthoLogic,OLGC,68750J107,,False
4861,CoCensys,COCN,191263102,,False
4862,New Day Beverage,SUNS,643726102,,False
4863,MusicSource USA,MUSE,62757T101,,False
4864,Norand,NRND,655421105,,False
4865,Developers Diversified Realty,DDR,251591103,,False
4866,Nine West Group,NIN,65440D102,,False
4867,Standard Management,SMAN,853612109,,False
4868,MathSoft,MATH,576798102,,False
4869,Powersoft,PWRS,73935T103,,False
4870,Rocky Shoes & Boots,RCKY,774830103,,False
4871,Chesapeake Energy,CSPK,165167107,,False
4872,Gupta,GPTA,403234107,,False
4873,Hemagen Diagnostics,HMGN,423501105,,False
4874,Proxima,PRXM,744287103,,False
4875,Chromatics Color Sciences,CCSI,171116106,,False
4876,Molecular Dynamics,MDYN,608514105,,False
4877,Catalytica,CTAL,148885106,,False
4878,Cree Research,CREE,225447101,,False
4879,Cyberonics,CYBX,23251P102,,False
4880,Global Industries,GLBL,379336100,,False
4881,Molten Metal Technology,MLTN,608712105,,False
4882,BioSafety Systems,BSS,090659103,,False
4883,Cryolife,CRYL,228903100,,False
4884,Leviathan Gas Pipeline Prt LP,LEV,527367106,,False
4885,Mister Jay Fashions Intl,MRJY,606471100,,False
4886,Preferred Income Management,LEH,74037Q104,,False
4887,Sheffield Medical Technologies,SHEF,82123D200,,False
4888,IEC Electronics,IECE,44949L105,,False
4889,Universal Electronics,UEIC,913483103,,False
4890,EV Environmental,EVEN,269262101,,False
4891,Watson Pharmaceuticals,WATS,942683103,,False
4892,Argosy Gaming,ARGY,040228108,,False
4893,Chic By H.I.S.,JNS,167113109,,False
4894,All-American Term Trust Inc,AAT,016440109,,False
4895,BlackRock Inv Qlty Muni Trust,BKN,09247D105,,False
4896,Gaming Corporation of America,GCAM,36465L105,,False
4897,Hyperion 2005 Investment Grade,HTO,448918102,,False
4898,InterCapital CA Ins Muni Inc,IIC,45843T102,,False
4899,Intercapital Insured Muni Inc,IIM,45844E104,,False
4900,Nuveen Prem Inc Muni Fund 4,NPT,6706K4105,,False
4901,Voyageur AZ Muni Income Fund,VAZ,928924109,,False
4902,Voyageur Florida Muni Inc Fund,VFL,928926104,,False
4903,Voyageur MN Muni Inc Fund II,VMM,928923101,,False
4904,Dean Witter Discover,DWD,24240V101,,False
4905,Campo Electronics Appliances,CMPO,134624105,,False
4906,Manufactured Home Communities,MHC,564682102,,False
4907,Boca Research,BOCI,096888102,,False
4908,Tecnomatix Technologies,TCNO,M8743P105,,False
4909,Washington Homes,WHIN,938864105,,False
4910,Winston Furniture,WFCI,975629106,,False
4911,Nathan's Famous,NATH,632347100,,False
4912,Saliva Diagnostic Systems,SALV,795427103,,False
4913,Castle & Cooke Homes,CKI,148426109,,False
4914,EquiCredit,EQCC,294422100,,False
4915,M-Systems Flash Disk Pioneers,FLSH,M7061C100,,False
4916,ReSound,RSND,761194109,,False
4917,Recovery Engineering,REIN,756269106,,False
4918,Landstar System Inc,LSTR,515098101,,False
4919,S3,SIII,784849101,,False
4920,Payless Cashways,PCS,704378306,,False
4921,Tencor Instruments,TNCR,880323100,,False
4922,US Can,USCN,90328W105,,False
4923,Community Health Computing,CHCC,203660105,,False
4924,Hypermedia Communications,HYPR,448917104,,False
4925,Scandinavian Broadcasting,SBTVF,L8137H108,,False
4926,Superconductor Technologies,SCON,867931107,,False
4927,Vical,VICL,925602104,,False
4928,CompLink,CLNK,204523104,,False
4929,Out-Takes,OUTT,689892107,,False
4930,Specialty Paperboard,SPBI,847504107,,False
4931,St John Knits,SJK,790289102,,False
4932,Avid Technology,AVID,05367P100,,False
4933,Brock Candy,BRCK,111624102,,False
4934,Energy Biosystems,ENBC,29265L102,,False
4935,Intuit,INTU,461202103,,False
4936,Southern Energy Homes,SEHI,842814105,,False
4937,Pacific Sunwear of California,PSUN,694873100,,False
4938,Wall Data,WALL,932045107,,False
4939,Aseco,ASEC,043659101,,False
4940,Ethan Allen Interiors,ETH,297602104,,False
4941,Mothers Work,MWRK,619903107,,False
4942,Shoe Carnival,SCVL,824889109,,False
